data,seguidores,seguindo,total_publicacoes,posts_30d,reels_qtd,carrosseis_qtd,posts_qtd,reels_views_med,reels_alcance_med,reels_eng_med,reels_curtidas_med,reels_comentarios_med,reels_salvos_med,carrosseis_views_med,carrosseis_alcance_med,carrosseis_eng_med,carrosseis_curtidas_med,carrosseis_comentarios_med,carrosseis_salvos_med,geral_curtidas_med,geral_comentarios_med,geral_salvos_med,geral_alcance_med,top_reel_views,top_reel_link,top_carrossel_views,top_carrossel_link
2026-06-25,829,35,329,57,29,26,2,108.5,86.6,4.2,2.7,0.0,0.1,0.1,34.7,16.2,12.6,1.7,0.0,0.1,0.0,2.2,0.0,0.1,0.1,51.7,1076,https://www.instagram.com/reel/DZdOFdQpnnr/,78,https://www.instagram.com/p/DZxYxbwlazf/
2026-06-26,829,35,329,56,28,26,2,112.3,89.8,3.8,2.7,0.0,0.1,0.1,35.3,16.3,11.6,1.7,0.0,0.1,0.0,2.2,0.0,0.1,0.1,52.7,1076,https://www.instagram.com/reel/DZdOFdQpnnr/,79,https://www.instagram.com/p/DZxYxbwlazf/
